IDITEM;IDBRAND;IDTYPE;IDCATEGORY;ARTNR;PARTNR;DESCRIPTION;TEXT1;TEXT2;TEXT3;TEXT4;TEXT5;TEXT6;TEXT7;TEXT8;TEXT9;TEXT10;NUMBER1;NUMBER2;NUMBER3;NUMBER4;NUMBER5;NUMBER6;NUMBER7;NUMBER8;NUMBER9;NUMBER10;BOOL1;BOOL2;BOOL3;BOOL4;BOOL5;BOOL6;BOOL7;BOOL8;BOOL9;BOOL10;TIMESTAMP
31000809;20001214;group;2007;;;BP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000810;20001214;group;2007;;;C;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000811;20001214;group;2007;;;DP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000813;20001214;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000814;20001214;group;2007;;;FT;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000815;20001214;group;2007;;;FW;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000816;20001214;group;2007;;;Imagio;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000819;20001214;group;2007;;;LP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000820;20001214;group;2007;;;LP-M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000821;20001214;group;2007;;;LP-S;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000822;20001214;group;2007;;;LR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000823;20001214;group;2007;;;M;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000824;20001214;group;2007;;;MR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000825;20001214;group;2007;;;MV;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000827;20001214;group;2007;;;NC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000828;20001214;group;2007;;;NT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000829;20001214;group;2007;;;Preter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000830;20001214;group;2007;;;Priport JP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000831;20001214;group;2007;;;PS Laser;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000832;20001214;group;2007;;;Radius;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000835;20001214;group;2007;;;Rifax;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000836;20001214;group;2007;;;Ripro;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000837;20001214;group;2007;;;RP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000838;20001214;group;2007;;;Spirio;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000839;20001214;group;2007;;;SS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000840;20001214;group;2007;;;VT;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000841;20001237;group;2007;;;Crystal;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000842;20001237;group;2007;;;Fax Internet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000843;20001237;group;2007;;;Fax Navigator;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000844;20001237;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000845;20001237;group;2007;;;Laser PRO;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000846;20001237;group;2007;;;LZ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000847;20001237;group;2007;;;MF-Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000848;20001237;group;2007;;;MFJ Pro;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000849;20001237;group;2007;;;Navigator;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000850;20001237;group;2007;;;Phonefax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000851;20001237;group;2007;;;Photo-Easy;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000852;20001237;group;2007;;;Quadrige;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001082;20001453;group;2007;;;Matura;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001083;20001453;group;2007;;;Mercedes Edition;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001084;20001453;group;2007;;;Micro;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001085;20001453;group;2007;;;MP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001086;20001453;group;2007;;;MPR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001087;20001453;group;2007;;;NP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001088;20001453;group;2007;;;Officecopy;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001089;20001453;group;2007;;;PD;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001090;20001453;group;2007;;;PG;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001091;20001453;group;2007;;;PR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001092;20001453;group;2007;;;Royal;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001093;20001453;group;2007;;;Satellite;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001094;20001453;group;2007;;;SDR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001095;20001453;group;2007;;;SE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001096;20001453;group;2007;;;TA;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001098;20001453;group;2007;;;Tippa;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001099;20001453;group;2007;;;TR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001100;20001453;group;2007;;;TRD;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001101;20001453;group;2007;;;Twen;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001102;20001453;group;2007;;;Universal;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001103;20001453;group;2007;;;VS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001104;20001453;group;2007;;;VSP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001105;20001484;group;2007;;;C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001106;20001484;group;2007;;;CD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001107;20001484;group;2007;;;CDC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001108;20001484;group;2007;;;CLP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001109;20001484;group;2007;;;DCC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001110;20001484;group;2007;;;DCP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001111;20001484;group;2007;;;F;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001112;20001484;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001113;20001484;group;2007;;;Laserfax LF;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001114;20001484;group;2007;;;LP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001115;20001484;group;2007;;;M;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001116;20001484;group;2007;;;MF;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001117;20001484;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001118;20001484;group;2007;;;S;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001119;20001484;group;2007;;;Starwriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001120;20001484;group;2007;;;T;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001121;20001535;group;2007;;;CopyCentre;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001122;20001535;group;2007;;;DC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001123;20001535;group;2007;;;DocuColor;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001124;20001535;group;2007;;;Document Centre;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001125;20001535;group;2007;;;Document Homecentre;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001126;20001535;group;2007;;;Document WorkCentre PRO;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000510;20001029;group;2007;;;Jetmate;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000511;20001029;group;2007;;;LC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000512;20001029;group;2007;;;LP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000513;20001029;group;2007;;;N;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000514;20001029;group;2007;;;Nefax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000515;20001029;group;2007;;;P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000516;20001029;group;2007;;;PC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000518;20001029;group;2007;;;Pinwriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000519;20001029;group;2007;;;Silentwriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000520;20001029;group;2007;;;Spinwriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000521;20001029;group;2007;;;Superscript;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000523;20001067;group;2007;;;Colorstream;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000524;20001067;group;2007;;;CS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000525;20001067;group;2007;;;OP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000527;20001074;group;2007;;;B;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000528;20001074;group;2007;;;C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000530;20001074;group;2007;;;DP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000531;20001074;group;2007;;;DPS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000532;20001074;group;2007;;;DY;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000533;20001074;group;2007;;;ET;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000534;20001074;group;2007;;;Executive;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000535;20001074;group;2007;;;Laserline;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000537;20001074;group;2007;;;Microline;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000538;20001074;group;2007;;;ML;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000539;20001074;group;2007;;;Okifax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000540;20001074;group;2007;;;Okijet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000541;20001074;group;2007;;;Okilaser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000542;20001074;group;2007;;;Okimate;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000543;20001074;group;2007;;;Okioffice;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000544;20001074;group;2007;;;Okipage;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000545;20001074;group;2007;;;Okipos;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000546;20001074;group;2007;;;Okiproof;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000547;20001074;group;2007;;;Pacemark;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000548;20001074;group;2007;;;Slimline;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000549;20001076;group;2007;;;A;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000551;20001076;group;2007;;;Anyway;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000552;20001076;group;2007;;;Artjet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000553;20001076;group;2007;;;ATS;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000554;20001076;group;2007;;;Audit;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000555;20001076;group;2007;;;Autotronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000557;20001076;group;2007;;;CAT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000559;20001076;group;2007;;;Compact;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000560;20001076;group;2007;;;Copia;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000561;20001076;group;2007;;;CR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000562;20001076;group;2007;;;CRF;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000564;20001076;group;2007;;;CT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000565;20001076;group;2007;;;CWP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000566;20001076;group;2007;;;CX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000567;20001076;group;2007;;;D-Color;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000568;20001076;group;2007;;;D-Copia;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000569;20001076;group;2007;;;Deluxe;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000570;20001076;group;2007;;;DES;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000571;20001076;group;2007;;;Divisumma;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000572;20001076;group;2007;;;DL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000573;20001076;group;2007;;;DM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000574;20001076;group;2007;;;Dotcart;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000575;20001076;group;2007;;;DP N;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000576;20001076;group;2007;;;DP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000577;20001076;group;2007;;;DY;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000578;20001076;group;2007;;;EC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000580;20001076;group;2007;;;ECR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000853;20001237;group;2007;;;Safax;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000301;20000920;group;2007;;;LG;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000302;20000920;group;2007;;;Linewriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000855;20001237;group;2007;;;WEB Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000856;20001240;group;2007;;;CLP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000857;20001240;group;2007;;;EQ;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000858;20001240;group;2007;;;ER;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000860;20001240;group;2007;;;Finale;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000861;20001240;group;2007;;;FX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000862;20001240;group;2007;;;LPC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000863;20001240;group;2007;;;ML;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000864;20001240;group;2007;;;Msys;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000865;20001240;group;2007;;;OML;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000866;20001240;group;2007;;;Protege;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000323;20000264;group;2007;;;Satera;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000324;20001145;group;2007;;;Accel-A-Writer;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000325;20001099;group;2007;;;Panafax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000326;20001240;group;2007;;;ProXpress;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000327;20002568;group;2007;;;Infoprint;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000328;20000002;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000329;20000002;group;2007;;;H;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000330;20000004;group;2007;;;K;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000331;20000037;group;2007;;;CMS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000332;20000037;group;2007;;;Beta;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000333;20000037;group;2007;;;Electric;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000334;20000037;group;2007;;;CS;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000335;20000037;group;2007;;;Gabriele;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000336;20000037;group;2007;;;TRD;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000337;20000037;group;2007;;;SE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000338;20000037;group;2007;;;MPR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000339;20000037;group;2007;;;DM;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000340;20000037;group;2007;;;EPC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000341;20000037;group;2007;;;FX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000342;20000037;group;2007;;;Ta;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000343;20000037;group;2007;;;SDR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000344;20000037;group;2007;;;RC;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000345;20000054;group;2007;;;X;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000346;20000063;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000347;20000063;group;2007;;;ATR;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000348;20000068;group;2007;;;AE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000349;20000068;group;2007;;;AX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000350;20000080;group;2007;;;ALQ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001127;20001535;group;2007;;;Document WorkCentre;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000001;20000229;group;2007;;;AX;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000002;20000229;group;2007;;;CE;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000003;20000229;group;2007;;;Compactronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000004;20000229;group;2007;;;Correctronic;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000005;20000229;group;2007;;;CX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000006;20000229;group;2007;;;DCP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000008;20000229;group;2007;;;EM;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000009;20000229;group;2007;;;EP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000010;20000229;group;2007;;;Fax T;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000011;20000229;group;2007;;;GX;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000012;20000229;group;2007;;;HL;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000013;20000229;group;2007;;;HL-P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000014;20000229;group;2007;;;HR;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000016;20000229;group;2007;;;Intellifax;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000018;20000229;group;2007;;;LW;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000019;20000229;group;2007;;;M;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000020;20000728;group;2007;;;Color LaserJet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000021;20000728;group;2007;;;Business InkJet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000022;20000728;group;2007;;;Color Copier;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000023;20000728;group;2007;;;Color InkJet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000024;20000728;group;2007;;;CopyJet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000025;20000728;group;2007;;;CP;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000026;20000728;group;2007;;;DesignJet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000027;20000728;group;2007;;;DeskJet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000028;20000728;group;2007;;;Deskwriter;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000029;20000728;group;2007;;;Digital Copier Printer;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31000030;20000728;group;2007;;;LaserJet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31000031;20000728;group;2007;;;LineJet;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001128;20001535;group;2007;;;Docuprint C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001129;20001535;group;2007;;;Docuprint M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001130;20001535;group;2007;;;Docuprint N;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001131;20001535;group;2007;;;Docuprint NC;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001132;20001535;group;2007;;;Docuprint P;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001133;20001535;group;2007;;;Docuprint XJ;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001134;20001535;group;2007;;;Docuprint;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001135;20001535;group;2007;;;Docutech;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001136;20001535;group;2007;;;DP;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001137;20001535;group;2007;;;DT;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001138;20001535;group;2007;;;Fax;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001139;20001535;group;2007;;;FaxCentre;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001140;20001535;group;2007;;;Memorywriter;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001141;20001535;group;2007;;;P;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001142;20001535;group;2007;;;Phaser;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001144;20001535;group;2007;;;Print;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001145;20001535;group;2007;;;Vivagrafx;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
31001146;20001535;group;2007;;;WorkCentre C;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001147;20001535;group;2007;;;WorkCentre M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001148;20001535;group;2007;;;WorkCentre PE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001149;20001535;group;2007;;;WorkCentre PRO;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
31001150;20001535;group;2007;;;WorkCentre XD;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
34000579;20000746;group;2007;;;III;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;20.02.2026
34000580;20000827;group;2007;;;Jetfax M;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;20.02.2026
